Profile ID,Work Experience,Education,Max Time Difference (Years),Normalized_Column,Earliest Work Year,Latest Education Year,Year Difference,Normalized Difference,Normalized Year Difference
10,"   02/2002   to  09/2007 Client Service Manager   Company Name Built and fostered a proactive workplace environment resulting in a higher level of employee participation and performance.  ,   09/2007   to  02/2010 Client Service Manager Within three months, increased efficiency by 20% by identifying and mitigating outdated manual processes and leveraging technology.  ,   Proficiency in Adobe products (Photoshop, Lightroom, Illustrator) Spanish fluency, oral and written Experience 02/2010   to  08/2014 Operations Manager   Company Name   ï¼\u2006  City   ,  State Managed a team of four client service officers responsible for day-to-day operations and onboarding process.   ","   Education 2003 Bachelor of Professional Studies   :  Computer Information Systems   DeVry Institute of Technology   ï¼\u2006  State   Computer Information Systems 1989 Associate   :  Applied Science - Business Management and administration   Kingsborough Community College   ï¼\u2006  City   ,  State   Applied Science - Business Management and administration Skills Adobe products, Photoshop, interpersonal and communication, oral, Credit, critical thinking, resolve customer concerns, client, clients, database, decision-making, delivery, documentation, due diligence, Employee relations, senior management, fast, focus, Front Office, functional, funds, hiring,Illustrator, investments, legal, management reporting, meetings, Excel, Money, Microsoft Office, PowerPoint, SharePoint, Word, MIS, organizational, page 2, performance management, policies, problem solving, processes, improving processes, Quality Assurance, Real Estate, sales, self-starter, Spanish fluency, time management, written   ",0.0,0.0,2002.0,2003.0,1,1,0.02857142857142857
11,"   Experience Banking Relationship Specialist   Jul 2005   to  Sep 2011   Company Name   ï¼\u2006  City   ,  State Customer Assistance Worked with company systems such as Live Support and diligently completed all assigned tasks, working overtime as needed.   ","   Education Associate of Science   ,  Inter Social Behavioral Sciences   2016   Los Angeles Southwest College   ï¼\u2006  City   ,  State   ,  United States Received certificate in Fingerprinting.   ",0.0,0.0,2005.0,2016.0,11,11,0.3142857142857143
12,"   Client Account Manager   07/2011   to  12/2013   City Drive sales through Partners and Distributors.  ,   Health Advisory Manager   05/2006   to  12/2009   Company Name Receive Service Request(SR) from the HealthCare clients (Customers).  , ""Relationship Manager   01/2010   to  05/2011   Company Name Customers   acquisition in order to increase transaction book size."",   SalesForce CRM VISIO Professional Experience Partner Account Manager   04/2014   to  08/2014   Company Name Partner portfolio and revenue management.   ","   Education M.S   :  Information System Management   Coleman University   City   ,  State   Information System Management Masterof Business Administration (Marketing)   Symbiosis International University Accomplishments Received Thanks award for Best performer for two consecutive Months(HSBC).   ",0.0,0.0,2006.0,,0,0,0.0
13,," ""Created staffing partnerships with some of the largest healthcare facilities in the U.S., including Stanford University Hospital, Lucile Packard Children  s Hospital, Florida Hospital, Inova Health Systems, Adventist Healthcare, and Brigham Women  s Hospital."",   Education DIPLOMA   :  Liberal Arts   Saint Leo University   ,  City   ,  State   Earned 42 credit hours - general studies Liberal Arts Princess Anne High School   ,  City   ,  State Skills administrative skills, admin support, benefits, benefits administration, interpersonal, credit, client, hiring, HR, Insurance, interpretation, Excel, MicroSoft Office programs, PowerPoint, MSWord, processes, Radiology, recruiting, recruitment, staffing   ",0.0,0.0,,,0,0,0.0
14,"   I was promoted to Manager for Stretch-n-Grow in August of 2013 During my time as Manager I would hire any new coaches we needed and kept them organized and prepared to teach their classes.  , ""Â  08/2008   to  12/2013 Children  s Fitness Instructor/Manager   Company Name   ï¼\u2006  City   ,  State As a Children  s Fitness Instructor I taught physical education and nutrition classes to children ages 18 months to 5 years old."" ","   Â  Education 2008 Bachelor of Science   :  Education - Majoring in Physical Education   University of New Mexico   ï¼\u2006  City   ,  State2005 New Mexico State University   ï¼\u2006  City   ,  State Volunteer Activities Jazzercise Balloon Park   - On a volunteer basis, I will supervise children in the childcare room as their parents participate in a 60-minute jazzercise class in the room next door.   ",0.0,0.0,2008.0,2008.0,0,0,0.0
15,"   FINANCE AND OPERATIONS MANAGER Experience Finance and Operations Manager   ,  07/2017   to  Current   Company Name   â€“  City   ,  State   Brought on board to centralize progress in district.  ,   Financial Analyst   ,  07/2013   to  07/2014   Company Name   Selected to examine accounting records to compile financial information and reconcile reports.  ,   Financial Analyst   ,  07/2013   to  07/2014   Company Name   Selected to examine accounting records to compile financial information and reconcile reports.  ,   Work History Finance and Operations Manager   ,  07/2017   to  Current   Company Name   â€“  City   ,  State   Brought on board to centralize progress in district.   "," ""Education Master of Business Administration (MBA)   Johnson and Wales University   -  City   ,  State   Bachelor  s In Business Administration (BBA)   :  Finance   Kathmandu University   -  City   Summary FINANCIAL OPERATIONS ANALYST Excels at Financial Performance through Analysis, Reporting, and Value-Added Improvements Driven, customer-centric, revenue-focused Analyst with H1B status uniquely qualified in identifying challenges and developing collaborative solutions for financial sectors."" ",0.0,0.0,2013.0,,0,0,0.0
16,"   Phlebotomist Specialist   ,  09/2005   to  09/2008   Company Name   â€“  City   ,  State   Performed in-outpatient phlebotomy and micro-plating.   ","   Education MBA   :  Healthcare Administration Management Healthcare Administration   ,  Current   American InterContinental University   -  City   ,  State   Healthcare Administration Management Healthcare Administration Skills administrative, approach, AS400, benefits, clerical, Computer literate, credit, clients, excellent customer service, diagnosis, insurance, Excel, Outlook, PowerPoint, Windows Applications, Microsoft Word, Nursing, organizational, payroll, personnel, phlebotomy, policies, problem solving, problem-solving skills, quality assurance, quality control, receiving, receptionist, safety, secretarial, workshops   ",0.0,0.0,2005.0,,0,0,0.0
17,"   Director   January 1988   to  January 2001   Company Name   ï¼\u2006  City   ,  State Responsibilities included review of Government contract proposals including supportability of direct cost rates and cost accumulation methods for eight plants.  ,   Experience Finance Manager   April 2004   to  June 2011   Company Name   ï¼\u2006  City   ,  State Responsible for development/monitoring program budgets; Plan and organize program accounting, review and evaluate costing reports, budget status, leases, contracts, and sub grants to identify problems/trends.   ","   Education Bachelor of Science   :  Accounting   ,  1966   University of Albuquerque   ï¼\u2006  City   ,  State   GPA:   ",0.0,0.0,1976.0,1966.0,0,0,0.0
18,"   Company Name   Information Technology Lead Intern   |  City   ,  State   |  June 2012   -  June 2013 Worked with director on minimizing Windows XP machines and migrated to Windows 7 based on Spiceworks solution Contacted Central IT when appropriate with regards to diagnosing distance education connections and supporting equipment Deployed re-imaged hard drives or newly acquired assets for classrooms or professors based on priority scheduling Assisted lab desk student workers with issues, cooperated with lab desk students on scheduling accommodations and support Check out and manage the plethora of IT department equipment based on appointments in SharePoint or open door policy Performed room checks to test equipment and replace faulty campus property during the semester breaks Set up purchased assets within classrooms for students while retiring and recycling older systems.  ,   Company Name   Information Technology Student Center Intern   |  City   ,  State   |  September 2011   -  December 2011 Resolved student center questions and arranged peer-to-peer tutoring/assistance with specific students in CSS program.  , ""Education Bachelor of Science   Information Science & Technology   University of Wisconsin   City   ,  State   |  12-2014   Information Science & Technology AAS   Waukesha County Technical College   City   ,  State IT-Computer Support Specialist   |  12 2011 Accomplishments Â·UW-Waukesha Dean  s List Â·WCTC Honor List Â·Who  s Who Program â€“ WCTC Â·NTHS Member 2010 Â·Phi Theta Kappa Honor Society Â·BCHS Honor Roll Skills Active Directory, AD, asset management, automate, hardware, CSS, documentation, hard drives, Linux, Mac OS, Macintosh OS, director, meetings, Microsoft Office, Windows 7, Microsoft Windows, Windows, Windows XP, network and support, Network & Support, network, networking, operating systems, organizational, processes, programming, research, scheduling, supervision, phone, test equipment, troubleshooting, tutoring, Vista Additional Information Able to document, effectively communicate, and succeed within a group setting in order to become a superior team player Willing to work individually whilst prioritizing tasks or projects and completing assignments based on expected deadlinesHONORS/ACHIEVEMENTS UW-Waukesha Dean  s List WCTC Honor List"",   Skills Â·Able to research and familiarize skill sets towards core technologies based on enthusiasm, dedication, and motivation Â·Knowledgeable with installation and configuration of Windows- based operating systems (Windows XP, Vista, 7, and 8) Â·Experienced with the installation and configuration of Ubuntu Linux whilst cognizant of Mac OS X interactions Â·Proficient with virtualization and highly skilled with configurations inside of VMware Â·Skilled with troubleshooting hardware and software issues within a network and support services environment Â·Able to document, effectively communicate, and succeed within a group setting in order to become a superior team player  Willing to work individually whilst prioritizing tasks or projects and completing assignments based on expected deadlines Work History Company Name   Support & Network Services Intern   |  City   ,  State   |  September 2014   -  December 2014 Customized and implemented Microsoft SCSM from SCCM in order to automate departmental organizational needs Facilitated proper asset management and user onboarding processes tailored to the Student Affairs department Worked with Network & Support Services team to learn more about the general campus and supported users Attended regular meetings to coordinate and discover the expected outcomes and functions of Microsoft SCSM   ",,0.0,0.0,2010.0,,0,0,0.0
19,"   Director of Finance   ,  05/2019   to  Current   Company Name   â€“  City   ,  State   Assessed budget plans and present costs to forecast trends and recommend changes.  ,   Director of Finance   ,  05/2019   to  Current   Company Name   â€“  City   ,  State   Assessed budget plans and present costs to forecast trends and recommend changes.  ,   Education Master of Management   :  Business Management   ,  05/2017   Colorado State University   -  City   ,  State   Bachelor of Arts   :  Applied Economics   ,  05/2013   National University of Kaohsiung - Taiwan   Work History Banking Officer   ,  10/2018   to  Current   Company Name   â€“  City   ,  State   Analyzed customer profiles to identify appropriate products and provide value-added approaches to client issues.  , ""Marketing Specialist   ,  08/2017   to  09/2018   Company Name   â€“  City   ,  State   Created, improved, developed marketing strategic plans on the company  s website and social media."", ""Marketing Specialist   ,  08/2017   to  09/2018   Company Name   â€“  City   ,  State   Created, improved, developed marketing strategic plans on the company  s website and social media."",   Retail Store Manager   ,  08/2014   to  07/2015   Company Name   â€“  City   Managed all aspects of store operations, including organization, maintenance, and purchasing functions.  ,   Retail Store Manager   ,  08/2014   to  07/2015   Company Name   â€“  City   Managed all aspects of store operations, including organization, maintenance, and purchasing functions.  ,   Skills NMLS # 1796859 Business development expertise Project Management Confluence, Jira, Salesforce, SQL Sales professional Financial Analysis Strategic plans Google G Suite, Keynote, Microsoft Office Technology-savvy Accounting, Recruitment Banking, Sales Budget, SQL Business development, Strategic Credit, Strategic plans Client, Website Decision-making, Articles Documentation Due diligence Finance Financial Financial Analysis Financial statements Mandarin Marketing Sstrategy Marketing Market Marketing collateral Money Microsoft Office Mortgage originator Newsletters POS Presentations Pricing strategy Producer Project Management Public relations Purchasing Real estate Work History Banking Officer   ,  10/2018   to  Current   Company Name   â€“  City   ,  State   Analyzed customer profiles to identify appropriate products and provide value-added approaches to client issues.   "," ""l BA in Economics with a master  s degree in Management and my current job as a Banking Officer has provided me with a  well-rounded background and enabled me to develop an analytical/logical approach to tasks, software skills, and the ability  to work under pressure."" ",0.0,0.0,2013.0,,0,0,0.0
20,"   Human Resources Supervisor   ,  08/2013   to  02/2014   Company Name   â€“  City   ,  State   Led a comprehensive safety training for 55 staff members.  , ""Skills administrative, ADP, backup, Benefits, bookkeeping, clarify, competitive, customer service, database, delivery, documentation, employee relations, filing, government, HR, human resources, human resource, insurance, job analysis, labor relations, law enforcement, Team building, letters, market, meetings, mail, office, Payroll processing, payroll, personnel, policies, processes, Project management, proposal, quality, recruiting, recruitment, safety, strategy, employee handbooks, vendor management, vendor management, vision, year-end Work History HR Manager   ,  06/2016   to  Current   Company Name   â€“  City   ,  State   Developed and evolved the department  s mission, workflows and structure while continuously developing and improving processes in an ever-changing environment. Implemented the company  s first sourcing tracking system."" ","   Education Bachelor of Science   :  Business Management   ,  2009   University of Phoenix - San Jose Learning Center   -  City   ,  State   Business Management MBA   :  2010   University of Phoenix   -  City   ,  State   MBA   :  Human Resources   ,  2018   Notre Dame de Namur University   -  City   ,  State   Human Resources   ",0.0,0.0,2013.0,2018.0,5,5,0.14285714285714285
21,"   Assistant Store Manager   January 2005   to  January 2006   Company Name   ï¼\u2006  State Managed exempt and nonexempt employees (6-8 staff members)  ,   Education Masters of Administrative Science   :  June 2013   Fairleigh Dickinson University   ï¼\u2006  City   ,  State B.S   :  Economic   ,  2005   Economic A.A   :  Liberal Arts   ,  2002   Liberal Arts Skills ADP, benefits, closing, Coach, coaching, competitive, customer service, database, hiring, HRIS, HR, insurance, logistics, Director, mentoring, windows, performance management, personnel, Policies, processes, protocols, quality, recruiting, recruitment, sales, staffing, workflow   ",,0.0,0.0,2005.0,,0,0,0.0
22,   In 2009 when our office program director left I took over managing the day to day operations of our outreach center as well as working with clients one on one from 2009-2011.   ,"   Education 1995 Citrus College   General Education   General Education 1992 Glendora High School West College  Medical Assistant   High School Diploma   Domestic Violence 40hour training Languages Bilingual Fluent in Spanish Skills Microsoft Office: Word, Excel, Power Point, Outlook * Programs: AIMsi, OMS Systems, UPS Worldship and ALICE, Apricot.  ,   These are meetings where the social workers and I provide the information collected from the family and present them to CFS social workers, supervisors and management regarding which key factors are present, which are not, assessing the degree of risk in a family and if the family has a plan, support system and the likelihood of future maltreatment to a child or adolescent.   ",0.0,0.0,2009.0,1995.0,0,0,0.0
